department_code,department,municipality_code,municipality
47,MAGDALENA,47030,ALGARROBO
47,MAGDALENA,47798,TENERIFE
47,MAGDALENA,47258,EL PIN
47,MAGDALENA,47001,SANTA MARTA (Distrito Turstico Cultural e Histrico)
47,MAGDALENA,47205,CONCORDIA
47,MAGDALENA,47605,REMOLINO
47,MAGDALENA,47703,SAN ZENN
47,MAGDALENA,47541,PEDRAZA
47,MAGDALENA,47170,CHIVOLO
47,MAGDALENA,47745,SITIONUEVO
47,MAGDALENA,47058,ARIGUAN (El Difcil)
47,MAGDALENA,47288,FUNDACIN
47,MAGDALENA,47720,SANTA BARBARA DE PINTO
47,MAGDALENA,47980,ZONA BANANERA (Prado Sevilla)
47,MAGDALENA,47161,CERRO DE SAN ANTONIO
47,MAGDALENA,47960,ZAPAYN (Punta de Piedras)
50,META,50683,SAN JUAN DE ARAMA
50,META,50573,PUERTO LPEZ
50,META,50270,EL DORADO
50,META,50680,SAN CARLOS DE GUAROA
50,META,50150,CASTILLA LA NUEVA
50,META,50606,RESTREPO
50,META,50686,SAN JUANITO
50,META,50287,FUENTE DE ORO
50,META,50245,EL CALVARIO
50,META,50450,PUERTO CONCORDIA
50,META,50568,PUERTO GAITN
50,META,50124,CABUYARO
50,META,50313,GRANADA
50,META,50226,CUMARAL
50,META,50223,CUBARRAL
50,META,50350,LA MACARENA
50,META,50400,LEJANAS
50,META,50330,MESETAS
50,META,50577,PUERTO LLERAS
50,META,50110,BARRANCA DE UPA
50,META,50711,VISTAHERMOSA
50,META,50689,SAN MARTN
50,META,50370,URIBE
50,META,50251,EL CASTILLO
50,META,50325,MAPIRIPN
50,META,50006,ACACAS
50,META,50001,VILLAVICENCIO
50,META,50590,PUERTO RICO
50,META,50318,GUAMAL
52,NARIO,52378,LA CRUZ
52,NARIO,52320,GUAITARILLA
52,NARIO,52788,TANGUA
52,NARIO,52083,BELN
52,NARIO,52699,SANTA CRUZ (Guachavs)
52,NARIO,52317,GUACHUCAL
52,NARIO,52254,EL PEOL
52,NARIO,52233,CUMBITARA
52,NARIO,52696,SANTA BRBARA (Iscuand)
52,NARIO,52411,LINARES
52,NARIO,52678,SAMANIEGO
52,NARIO,52036,ANCUYA
52,NARIO,52240,CHACHAG
52,NARIO,52287,FUNES
52,NARIO,52885,YACUANQUER
52,NARIO,52079,BARBACOAS
52,NARIO,52565,PROVIDENCIA
52,NARIO,52352,ILES
52,NARIO,52786,TAMINANGO
52,NARIO,52260,EL TAMBO
52,NARIO,52720,SAPUYES
52,NARIO,52418,LOS ANDES (Sotomayor)
52,NARIO,52585,PUPIALES
52,NARIO,52203,COLN (Gnova)
52,NARIO,52019,ALBN (San Jos)
52,NARIO,52227,CUMBAL
52,NARIO,52473,MOSQUERA
52,NARIO,52435,MALLAMA (Piedrancha)
52,NARIO,52573,PUERRES
52,NARIO,52480,NARIO
52,NARIO,52354,IMUS
52,NARIO,52687,SAN LORENZO
52,NARIO,52390,LA TOLA
52,NARIO,52323,GUALMATN
52,NARIO,52356,IPIALES
52,NARIO,52256,EL ROSARIO
52,NARIO,52405,LEIVA
52,NARIO,52683,SANDON
52,NARIO,52258,EL TABLN
52,NARIO,52215,CRDOBA
52,NARIO,52051,ARBOLEDA (Berruecos)
52,NARIO,52694,SAN PEDRO DE CARTAGO (Cartago)
52,NARIO,52022,ALDANA
52,NARIO,52838,TQUERRES
52,NARIO,52612,RICAURTE
52,NARIO,52693,SAN PABLO
52,NARIO,52520,FRANCISCO PIZARRO (Salahonda)
52,NARIO,52835,TUMACO
52,NARIO,52210,CONTADERO
52,NARIO,52540,POLICARPA
52,NARIO,52224,CUASPUD (Carlosama)
52,NARIO,52110,BUESACO
52,NARIO,52385,LA LLANADA
52,NARIO,52399,LA UNIN
52,NARIO,52621,ROBERTO PAYN (San Jos)
52,NARIO,52427,MAG (Payn)
52,NARIO,52560,POTOS
52,NARIO,52506,OSPINA
52,NARIO,52207,CONSAC
52,NARIO,52001,PASTO
52,NARIO,52250,EL CHARCO
52,NARIO,52685,SAN BERNARDO
52,NARIO,52381,LA FLORIDA
52,NARIO,52490,OLAYA HERRERA (Bocas de Satinga)
54,NORTE DE SANTANDER,54385,LA ESPERANZA
54,NORTE DE SANTANDER,54820,TOLEDO
54,NORTE DE SANTANDER,54206,CONVENCIN
54,NORTE DE SANTANDER,54405,LOS PATIOS
54,NORTE DE SANTANDER,54418,LOURDES
54,NORTE DE SANTANDER,54239,DURANIA
54,NORTE DE SANTANDER,54673,SAN CAYETANO
54,NORTE DE SANTANDER,54720,SARDINATA
54,NORTE DE SANTANDER,54377,LABATECA
54,NORTE DE SANTANDER,54871,VILLA CARO
54,NORTE DE SANTANDER,54003,BREGO
54,NORTE DE SANTANDER,54518,PAMPLONA
54,NORTE DE SANTANDER,54344,HACAR
54,NORTE DE SANTANDER,54743,SILOS
54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO
54,NORTE DE SANTANDER,54174,CHITAG
54,NORTE DE SANTANDER,54480,MUTISCUA
54,NORTE DE SANTANDER,54250,EL TARRA
54,NORTE DE SANTANDER,54223,CUCUTILLA
54,NORTE DE SANTANDER,54128,CCHIRA
54,NORTE DE SANTANDER,54660,SALAZAR
54,NORTE DE SANTANDER,54398,LA PLAYA
54,NORTE DE SANTANDER,54520,PAMPLONITA
54,NORTE DE SANTANDER,54261,EL ZULIA
54,NORTE DE SANTANDER,54172,CHINCOTA
54,NORTE DE SANTANDER,54680,SANTIAGO
54,NORTE DE SANTANDER,54670,SAN CALIXTO
54,NORTE DE SANTANDER,54001,CCUTA
54,NORTE DE SANTANDER,54810,TIB
54,NORTE DE SANTANDER,54599,RAGONVALIA
54,NORTE DE SANTANDER,54099,BOCHALEMA
54,NORTE DE SANTANDER,54800,TEORAMA
54,NORTE DE SANTANDER,54109,BUCARASICA
54,NORTE DE SANTANDER,54245,EL CARMEN
54,NORTE DE SANTANDER,54125,CCOTA
54,NORTE DE SANTANDER,54498,OCAA
54,NORTE DE SANTANDER,54347,HERRN
54,NORTE DE SANTANDER,54051,ARBOLEDAS
54,NORTE DE SANTANDER,54313,GRAMALOTE
54,NORTE DE SANTANDER,54553,PUERTO SANTANDER
63,QUINDIO,63548,PIJAO
63,QUINDIO,63401,LA TEBAIDA
63,QUINDIO,63272,FILANDIA
63,QUINDIO,63212,CRDOBA
63,QUINDIO,63111,BUENAVISTA
63,QUINDIO,63594,QUIMBAYA
63,QUINDIO,63190,CIRCASIA
63,QUINDIO,63470,MONTENEGRO
63,QUINDIO,63302,GNOVA
63,QUINDIO,63001,ARMENIA
63,QUINDIO,63690,SALENTO
63,QUINDIO,63130,CALARC
66,RISARALDA,66440,MARSELLA
66,RISARALDA,66075,BALBOA
66,RISARALDA,66318,GUTICA
66,RISARALDA,66088,BELN DE UMBRA
66,RISARALDA,66682,SANTA ROSA DE CABAL
66,RISARALDA,66687,SANTUARIO
66,RISARALDA,66170,DOSQUEBRADAS
66,RISARALDA,66456,MISTRAT
66,RISARALDA,66045,APA
66,RISARALDA,66594,QUINCHA
66,RISARALDA,66001,PEREIRA
66,RISARALDA,66400,LA VIRGINIA
66,RISARALDA,66383,LA CELIA
66,RISARALDA,66572,PUEBLO RICO
68,SANTANDER,68524,PALMAS DEL SOCORRO
68,SANTANDER,68502,ONZAGA
68,SANTANDER,68689,SAN VICENTE DE CHUCUR
68,SANTANDER,68176,CHIMA
68,SANTANDER,68250,EL PEN
68,SANTANDER,68264,ENCINO
68,SANTANDER,68425,MACARAVITA
68,SANTANDER,68686,SAN MIGUEL
68,SANTANDER,68572,PUENTE NACIONAL
68,SANTANDER,68397,LA PAZ
68,SANTANDER,68169,CHARTA
68,SANTANDER,68385,LANDZURI
68,SANTANDER,68406,LEBRIJA
68,SANTANDER,68773,SUCRE
68,SANTANDER,68079,BARICHARA
68,SANTANDER,68547,PIEDECUESTA
68,SANTANDER,68720,SANTA HELENA DEL OPN
68,SANTANDER,68533,PRAMO
68,SANTANDER,68679,SAN GIL
68,SANTANDER,68770,SUAITA
68,SANTANDER,68498,OCAMONTE
68,SANTANDER,68077,BARBOSA
68,SANTANDER,68160,CEPIT
68,SANTANDER,68867,VETAS
68,SANTANDER,68020,ALBANIA
68,SANTANDER,68190,CIMITARRA
68,SANTANDER,68669,SAN ANDRS
68,SANTANDER,68013,AGUADA
68,SANTANDER,68820,TONA
68,SANTANDER,68377,LA BELLEZA
68,SANTANDER,68235,EL CARMEN
68,SANTANDER,68298,GMBITA
68,SANTANDER,68296,GALN
68,SANTANDER,68344,HATO
68,SANTANDER,68368,JESS MARA
68,SANTANDER,68207,CONCEPCIN
68,SANTANDER,68211,CONTRATACIN
68,SANTANDER,68324,GUAVAT
68,SANTANDER,68444,MATANZA
68,SANTANDER,68370,JORDN
68,SANTANDER,68276,FLORIDABLANCA
68,SANTANDER,68549,PINCHOTE
68,SANTANDER,68121,CABRERA
68,SANTANDER,68573,PUERTO PARRA
68,SANTANDER,68673,SAN BENITO
68,SANTANDER,68780,SURAT
68,SANTANDER,68081,BARRANCABERMEJA
68,SANTANDER,68245,EL GUACAMAYO
68,SANTANDER,68132,CALIFORNIA
68,SANTANDER,68101,BOLVAR
68,SANTANDER,68500,OIBA
68,SANTANDER,68307,GIRN
68,SANTANDER,68318,GUACA
68,SANTANDER,68001,BUCARAMANGA
68,SANTANDER,68051,ARATOCA
68,SANTANDER,68575,PUERTO WILCHES
68,SANTANDER,68745,SIMACOTA
68,SANTANDER,68464,MOGOTES
68,SANTANDER,68092,BETULIA
68,SANTANDER,68255,EL PLAYN
68,SANTANDER,68418,LOS SANTOS
68,SANTANDER,68147,CAPITANEJO
68,SANTANDER,68895,ZAPATOCA
68,SANTANDER,68522,PALMAR
68,SANTANDER,68861,VLEZ
68,SANTANDER,68468,MOLAGAVITA
68,SANTANDER,68271,FLORIN
68,SANTANDER,68209,CONFINES
68,SANTANDER,68615,RIONEGRO
68,SANTANDER,68855,VALLE DE SAN JOS
68,SANTANDER,68322,GUAPOT
68,SANTANDER,68682,SAN JOAQUN
68,SANTANDER,68162,CERRITO
68,SANTANDER,68655,SABANA DE TORRES
68,SANTANDER,68872,VILLANUEVA
68,SANTANDER,68705,SANTA BRBARA
68,SANTANDER,68755,SOCORRO
68,SANTANDER,68167,CHARAL
68,SANTANDER,68320,GUADALUPE
68,SANTANDER,68266,ENCISO
68,SANTANDER,68179,CHIPAT
68,SANTANDER,68327,GEPSA
68,SANTANDER,68684,SAN JOS DE MIRANDA
68,SANTANDER,68229,CURIT
68,SANTANDER,68432,MLAGA
68,SANTANDER,68217,COROMORO
68,SANTANDER,68152,CARCAS
70,SUCRE,70820,TOL
70,SUCRE,70717,SAN PEDRO
70,SUCRE,70429,MAJAGUAL
70,SUCRE,70204,COLOS
70,SUCRE,70400,LA UNIN
70,SUCRE,70418,LOS PALMITOS
70,SUCRE,70265,GUARANDA
70,SUCRE,70670,SAMPUS
70,SUCRE,70708,SAN MARCOS
70,SUCRE,70215,COROZAL
70,SUCRE,70110,BUENAVISTA
70,SUCRE,70221,COVEAS
70,SUCRE,70473,MORROA
70,SUCRE,70233,EL ROBLE
70,SUCRE,70742,SINC
70,SUCRE,70713,SAN ONOFRE
70,SUCRE,70001,SINCELEJO
70,SUCRE,70124,CAIMITO
70,SUCRE,70823,TOLUVIEJO
70,SUCRE,70508,OVEJAS
70,SUCRE,70230,CHALN
70,SUCRE,70702,SAN JUAN DE BETULIA
70,SUCRE,70235,GALERAS
70,SUCRE,70771,SUCRE
70,SUCRE,70523,PALMITO
70,SUCRE,70678,SAN BENITO ABAD
73,TOLIMA,73870,VILLAHERMOSA
73,TOLIMA,73148,CARMEN DE APICAL
73,TOLIMA,73226,CUNDAY
73,TOLIMA,73217,COYAIMA
73,TOLIMA,73675,SAN ANTONIO
73,TOLIMA,73547,PIEDRAS
73,TOLIMA,73873,VILLARRICA
73,TOLIMA,73347,HERVEO
73,TOLIMA,73585,PURIFICACIN
73,TOLIMA,73275,FLANDES
73,TOLIMA,73443,MARIQUITA
73,TOLIMA,73349,HONDA
73,TOLIMA,73624,ROVIRA
73,TOLIMA,73461,MURILLO
73,TOLIMA,73043,ANZOTEGUI
73,TOLIMA,73352,ICONONZO
73,TOLIMA,73283,FRESNO
73,TOLIMA,73678,SAN LUIS
73,TOLIMA,73001,IBAGU
73,TOLIMA,73168,CHAPARRAL
73,TOLIMA,73520,PALOCABILDO
73,TOLIMA,73319,GUAMO
73,TOLIMA,73854,VALLE DE SAN JUAN
73,TOLIMA,73408,LRIDA
73,TOLIMA,73449,MELGAR
73,TOLIMA,73024,ALPUJARRA
73,TOLIMA,73236,DOLORES
73,TOLIMA,73622,RONCESVALLES
73,TOLIMA,73124,CAJAMARCA
73,TOLIMA,73671,SALDAA
73,TOLIMA,73504,ORTEGA
73,TOLIMA,73616,RIOBLANCO
73,TOLIMA,73152,CASABIANCA
73,TOLIMA,73200,COELLO
73,TOLIMA,73055,ARMERO (Guayabal)
73,TOLIMA,73563,PRADO
73,TOLIMA,73270,FALAN
73,TOLIMA,73483,NATAGAIMA
73,TOLIMA,73268,ESPINAL
73,TOLIMA,73026,ALVARADO
73,TOLIMA,73030,AMBALEMA
73,TOLIMA,73411,LBANO
73,TOLIMA,73067,ATACO
73,TOLIMA,73770,SUREZ
73,TOLIMA,73861,VENADILLO
73,TOLIMA,73555,PLANADAS
73,TOLIMA,73686,SANTA ISABEL
76,VALLE DEL CAUCA,76126,CALIMA (El Darin)
76,VALLE DEL CAUCA,76520,PALMIRA
76,VALLE DEL CAUCA,76130,CANDELARIA
76,VALLE DEL CAUCA,76275,FLORIDA
76,VALLE DEL CAUCA,76823,TORO
76,VALLE DEL CAUCA,76250,EL DOVIO
76,VALLE DEL CAUCA,76306,GINEBRA
76,VALLE DEL CAUCA,76041,ANSERMANUEVO
76,VALLE DEL CAUCA,76863,VERSALLES
76,VALLE DEL CAUCA,76054,ARGELIA
76,VALLE DEL CAUCA,76246,EL CAIRO
76,VALLE DEL CAUCA,76892,YUMBO
76,VALLE DEL CAUCA,76318,GUACAR
76,VALLE DEL CAUCA,76869,VIJES
76,VALLE DEL CAUCA,76243,EL AGUILA
76,VALLE DEL CAUCA,76248,EL CERRITO
76,VALLE DEL CAUCA,76670,SAN PEDRO
76,VALLE DEL CAUCA,76113,BUGALAGRANDE
76,VALLE DEL CAUCA,76828,TRUJILLO
76,VALLE DEL CAUCA,76122,CAICEDONIA
76,VALLE DEL CAUCA,76036,ANDALUCA
76,VALLE DEL CAUCA,76111,BUGA
76,VALLE DEL CAUCA,76364,JAMUND
76,VALLE DEL CAUCA,76100,BOLVAR
76,VALLE DEL CAUCA,76001,CALI
76,VALLE DEL CAUCA,76403,LA VICTORIA
76,VALLE DEL CAUCA,76020,ALCAL
76,VALLE DEL CAUCA,76109,BUENAVENTURA
76,VALLE DEL CAUCA,76563,PRADERA
76,VALLE DEL CAUCA,76377,LA CUMBRE
76,VALLE DEL CAUCA,76845,ULLOA
76,VALLE DEL CAUCA,76606,RESTREPO
76,VALLE DEL CAUCA,76834,TULU
76,VALLE DEL CAUCA,76233,DAGUA
76,VALLE DEL CAUCA,76736,SEVILLA
76,VALLE DEL CAUCA,76622,ROLDANILLO
76,VALLE DEL CAUCA,76497,OBANDO
76,VALLE DEL CAUCA,76890,YOTOCO
76,VALLE DEL CAUCA,76895,ZARZAL
76,VALLE DEL CAUCA,76400,LA UNIN
76,VALLE DEL CAUCA,76616,RIOFRO
76,VALLE DEL CAUCA,76147,CARTAGO
81,ARAUCA,81001,ARAUCA
81,ARAUCA,81736,SARAVENA
81,ARAUCA,81794,TAME
81,ARAUCA,81591,PUERTO RONDN
81,ARAUCA,81065,ARAUQUITA
81,ARAUCA,81300,FORTUL
81,ARAUCA,81220,CRAVO NORTE
85,CASANARE,85410,TAURAMENA
85,CASANARE,85225,NUNCHA
85,CASANARE,85400,TMARA
85,CASANARE,85263,PORE
85,CASANARE,85230,OROCU
85,CASANARE,85315,SCAMA
85,CASANARE,85139,MAN
85,CASANARE,85279,RECETOR
85,CASANARE,85010,AGUAZUL
85,CASANARE,85162,MONTERREY
85,CASANARE,85015,CHMEZA
85,CASANARE,85325,SAN LUIS DE PALENQUE
85,CASANARE,85300,SABANALARGA
85,CASANARE,85430,TRINIDAD
85,CASANARE,85136,LA SALINA
85,CASANARE,85125,HATO COROZAL
85,CASANARE,85250,PAZ DE ARIPORO
85,CASANARE,85440,VILLANUEVA
85,CASANARE,85001,YOPAL
86,PUTUMAYO,86571,PUERTO GUZMN
86,PUTUMAYO,86573,PUERTO LEGUZAMO
86,PUTUMAYO,86749,SIBUNDOY
86,PUTUMAYO,86865,VALLE DEL GUAMUEZ (La Hormiga)
86,PUTUMAYO,86219,COLN
86,PUTUMAYO,86001,MOCOA
86,PUTUMAYO,86568,PUERTO ASS
86,PUTUMAYO,86569,PUERTO CAICEDO
86,PUTUMAYO,86755,SAN FRANCISCO
86,PUTUMAYO,86320,ORITO
86,PUTUMAYO,86757,SAN MIGUEL (La Dorada)
86,PUTUMAYO,86760,SANTIAGO
86,PUTUMAYO,86885,VILLAGARZN
88,ARCHIPILAGO DE SAN ANDRS PROVIDENCIA Y SANTA CATALINA,88564,SANTA CATALINA
88,ARCHIPILAGO DE SAN ANDRS PROVIDENCIA Y SANTA CATALINA,88001,SAN ANDRS
91,AMAZONAS,91263,EL ENCANTO (Cor. Departamental)
91,AMAZONAS,91536,PUERTO ARICA (Cor. Departamental)
91,AMAZONAS,91540,PUERTO NARIO
91,AMAZONAS,91430,LA VICTORIA (Pacoa) (Cor. Departamental)
91,AMAZONAS,91798,TARAPAC (Cor. Departamental)
91,AMAZONAS,91001,LETICIA
91,AMAZONAS,91669,SANTANDER (Araracuara) (Cor. Departamental)
91,AMAZONAS,91405,LA CHORRERA (Cor. Departamental)
91,AMAZONAS,91530,PUERTO ALEGRA (Cor. Departamental)
91,AMAZONAS,91407,LA PEDRERA (Cor. Departamental)
91,AMAZONAS,91460,MIRIT-PARAN (Campoamor) (Cor. Departamental)
94,GUAINIA,94886,CACAHUAL (Cor. Departamental)
94,GUAINIA,94888,MORICHAL (Morichal Nuevo) (Cor. Departamental)
94,GUAINIA,94883,SAN FELIPE (Cor. Departamental)
94,GUAINIA,94885,LA GUADALUPE (Cor. Departamental)
94,GUAINIA,94884,PUERTO COLOMBIA (Cor. Departamental)
94,GUAINIA,94001,INIRIDA
94,GUAINIA,94663,MAPIRIPANA (Cor. Departamental)
94,GUAINIA,94343,BARRANCO MINA (Cor. Departamental)
94,GUAINIA,94887,PAN PAN (Campo Alegre) (Cor. Departamental)
95,GUAVIARE,95200,MIRAFLORES
95,GUAVIARE,95001,SAN JOS DEL GUAVIARE
95,GUAVIARE,95015,CALAMAR
95,GUAVIARE,95025,EL RETORNO
97,VAUPES,97889,YAVARAT (Cor. Departamental)
97,VAUPES,97001,MIT
97,VAUPES,97777,PAPUNAUA (Cor. Departamental)
97,VAUPES,97161,CARUR
97,VAUPES,97666,TARAIRA
97,VAUPES,97511,PACOA (Cor. Departamental)
99,VICHADA,99524,LA PRIMAVERA
99,VICHADA,99624,SANTA ROSALA
99,VICHADA,99001,PUERTO CARREO
99,VICHADA,99773,CUMARIBO
